HivePath,HiveType,Description,Category,KeyPath,ValueName,ValueType,ValueData,ValueData2,ValueData3,Comment,Recursive,Deleted,LastWriteTimestamp,PluginDetailFile
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 CIDSizeMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,1,(plugin),{DA23B47D-BAAE-4EF0-B792-10DB5C547073},Opened: ),Mru: 1,,False,False,2018-04-06 03:56:32.0078879,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_CIDSizeMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 CIDSizeMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,2,(plugin),s3browser-win32.exe,Opened: ),Mru: 2,,False,False,2018-04-06 03:56:32.0078879,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_CIDSizeMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 CIDSizeMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,4,(plugin),explorer.exe,Opened: ),Mru: 3,,False,False,2018-04-06 03:56:32.0078879,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_CIDSizeMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 CIDSizeMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\CIDSizeMRU,3,(plugin),{6160A410-4353-47F2-9B44-7F36443D459A},Opened: ),Mru: 4,,False,False,2018-04-06 03:56:32.0078879,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_CIDSizeMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 FirstFolder,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\FirstFolder,0,(plugin),"Exe: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe Folder: ",Opened: 2018-03-30 03:30:58.7324977),Mru: 0,,False,False,2018-03-30 03:30:58.7324977,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_FirstFolder_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 LastVisitedPidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\LastVisitedPidlMRU,0,(plugin),Exe: chrome.exe Folder: chrome.exe Absolute path: My Computer\Desktop,Opened: 2018-04-06 03:56:31.9918815),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


",,False,False,2018-04-06 03:56:31.9918815,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_LastVisitedPidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 LastVisitedPidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\LastVisitedPidlMRU,1,(plugin),Exe: {DA23B47D-BAAE-4EF0-B792-10DB5C547073} Folder: {DA23B47D-BAAE-4EF0-B792-10DB5C547073} Absolute path: My Computer\C:\Users\jcloudy\Desktop,Opened: ),"Mru: 1 Details: Type: Root folder: GUID, Value: My Computer


Type: Drive letter, Value: C:


Type: Directory, Value: Users

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Users
Localized name: @shell32.dll,-21813
Created: 9/29/2017 08:45:12 +00:00
Last access: 3/27/2018 09:36:34 +00:00
MFT entry/sequence #: 1417/1 (0x589/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Users
Modified: 3/27/2018 09:36:34 +00:00


Type: Directory, Value: jcloudy

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: jcloudy
Created: 3/27/2018 09:19:00 +00:00
Last access: 3/28/2018 00:53:58 +00:00
MFT entry/sequence #: 92991/1 (0x16B3F/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: jcloudy
Modified: 3/28/2018 00:53:58 +00:00


Type: Directory, Value: Desktop

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Desktop
Localized name: @shell32.dll,-21769
Created: 3/27/2018 09:19:00 +00:00
Last access: 4/5/2018 02:20:18 +00:00
MFT entry/sequence #: 93001/1 (0x16B49/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Desktop
Modified: 4/5/2018 02:20:18 +00:00


",,False,False,2018-04-06 03:56:31.9918815,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_LastVisitedPidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 LastVisitedPidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\LastVisitedPidlMRU,2,(plugin),Exe: s3browser-win32.exe Folder: s3browser-win32.exe Absolute path: My Computer\Desktop,Opened: ),"Mru: 2 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop

Extension blocks found: 1
---------------------- Block 0 (Beef0026)----------------------
Signature: 0xbeef0026
Size: 38
Version: 1
Version Offset: 0x00


Created: 2018-03-27 09:18:58.7047920
Last modified: 2018-04-05 02:20:17.1953243
Last accessed: 2018-04-05 02:20:17.1953243


--------------------------------------------------

",,False,False,2018-04-06 03:56:31.9918815,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_LastVisitedPidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 LastVisitedPidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\LastVisitedPidlMRU,4,(plugin),Exe: explorer.exe Folder: explorer.exe Absolute path: OneDrive,Opened: ),"Mru: 3 Details: Type: Root folder: GUID, Value: OneDrive

Extension blocks found: 1
---------------------- Block 0 (Beef0026)----------------------
Signature: 0xbeef0026
Size: 38
Version: 1
Version Offset: 0x00


Created: 2018-03-27 09:21:44.2481278
Last modified: 2018-04-04 05:59:44.9753984
Last accessed: 2018-04-04 05:59:44.9753984


--------------------------------------------------

",,False,False,2018-04-06 03:56:31.9918815,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_LastVisitedPidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 LastVisitedPidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\LastVisitedPidlMRU,3,(plugin),Exe: {6160A410-4353-47F2-9B44-7F36443D459A} Folder: {6160A410-4353-47F2-9B44-7F36443D459A} Absolute path: My Computer\Desktop,Opened: ),"Mru: 4 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop

Extension blocks found: 1
---------------------- Block 0 (Beef0026)----------------------
Signature: 0xbeef0026
Size: 38
Version: 1
Version Offset: 0x00


Created: 2018-03-27 09:18:58.7047920
Last modified: 2018-04-04 04:33:09.7334881
Last accessed: 2018-04-04 04:33:09.7334881


--------------------------------------------------

",,False,False,2018-04-06 03:56:31.9918815,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_LastVisitedPidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,4,(plugin),Extension: * Absolute path: My Computer\Desktop\LeftUsesBoycotts.pdf,Opened: 2018-04-06 03:56:31.9938825),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: LeftUsesBoycotts.pdf

Type: File, Value: LeftUsesBoycotts.pdf

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: LeftUsesBoycotts.pdf
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,4,(plugin),Extension: docx Absolute path: My Computer\C:\Users\jcloudy\Desktop\Cloudy thoughts (4apr).docx,Opened: 2018-04-05 02:39:29.7759883),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Drive letter, Value: C:


Type: Directory, Value: Users

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Users
Localized name: @shell32.dll,-21813
Created: 9/29/2017 08:45:12 +00:00
Last access: 3/27/2018 09:36:34 +00:00
MFT entry/sequence #: 1417/1 (0x589/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Users
Modified: 3/27/2018 09:36:34 +00:00


Type: Directory, Value: jcloudy

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: jcloudy
Created: 3/27/2018 09:19:00 +00:00
Last access: 3/28/2018 00:53:58 +00:00
MFT entry/sequence #: 92991/1 (0x16B3F/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: jcloudy
Modified: 3/28/2018 00:53:58 +00:00


Type: Directory, Value: Desktop

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Desktop
Localized name: @shell32.dll,-21769
Created: 3/27/2018 09:19:00 +00:00
Last access: 4/5/2018 02:20:18 +00:00
MFT entry/sequence #: 93001/1 (0x16B49/0x1)
File system hint: NTFS

--------------------------------------------------
Short name: Desktop
Modified: 4/5/2018 02:20:18 +00:00


Short name: Cloudy thoughts (4apr).docx

Type: File, Value: Cloudy thoughts (4apr).docx

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Cloudy thoughts (4apr).docx
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,1,(plugin),"Extension: html Absolute path: My Computer\Desktop\Cubs' Anthony Rizzo Praises Parkland Kids, Says 'It's too Easy to Get a Gun'.html",Opened: 2018-03-30 04:32:25.9577848),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: Cubs' Anthony Rizzo Praises Parkland Kids, Says 'It's too Easy to Get a Gun'.html

Type: File, Value: Cubs' Anthony Rizzo Praises Parkland Kids, Says 'It's too Easy to Get a Gun'.html

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Cubs' Anthony Rizzo Praises Parkland Kids, Says 'It's too Easy to Get a Gun'.html
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,6,(plugin),Extension: jpg Absolute path: My Computer\Desktop\DemLogic.jpg,Opened: 2018-03-31 04:19:35.0679553),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: DemLogic.jpg

Type: File, Value: DemLogic.jpg

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: DemLogic.jpg
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,1,(plugin),Extension: jpg_large Absolute path: My Computer\Desktop\CubaDearmed.jpg_large,Opened: 2018-03-30 21:22:55.9218613),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: CubaDearmed.jpg_large

Type: File, Value: CubaDearmed.jpg_large

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: CubaDearmed.jpg_large
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,3,(plugin),Extension: pdf Absolute path: My Computer\Desktop\LeftUsesBoycotts.pdf,Opened: 2018-04-06 03:56:31.9928822),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: LeftUsesBoycotts.pdf

Type: File, Value: LeftUsesBoycotts.pdf

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: LeftUsesBoycotts.pdf
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,1,(plugin),Extension: png Absolute path: My Computer\Desktop\Huckleberry.png,Opened: 2018-03-31 04:23:25.2146680),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: Huckleberry.png

Type: File, Value: Huckleberry.png

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Huckleberry.png
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,0,(plugin),Extension: pptx Absolute path: My Computer\Desktop\Operation 2nd Hand Smoke.pptx,Opened: 2018-04-04 04:56:19.8127177),"Mru: 0 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop

Extension blocks found: 1
---------------------- Block 0 (Beef0026)----------------------
Signature: 0xbeef0026
Size: 38
Version: 1
Version Offset: 0x00


Created: 2018-03-27 09:18:58.7047920
Last modified: 2018-04-04 04:33:09.7334881
Last accessed: 2018-04-04 04:33:09.7334881


--------------------------------------------------

Short name: Operation 2nd Hand Smoke.pptx

Type: File, Value: Operation 2nd Hand Smoke.pptx

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Operation 2nd Hand Smoke.pptx
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,3,(plugin),Extension: * Absolute path: My Computer\Desktop\AMEN.pdf,Opened: ),"Mru: 1 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: AMEN.pdf

Type: File, Value: AMEN.pdf

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: AMEN.pdf
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,3,(plugin),Extension: docx Absolute path: My Computer\Desktop\The Cloudy Manifesto.docx,Opened: ),"Mru: 1 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop

Extension blocks found: 1
---------------------- Block 0 (Beef0026)----------------------
Signature: 0xbeef0026
Size: 38
Version: 1
Version Offset: 0x00


Created: 2018-03-27 09:18:58.7047920
Last modified: 2018-04-02 01:35:27.8449671
Last accessed: 2018-04-02 01:35:27.8449671


--------------------------------------------------

Short name: THECLO~1.DOC

File size: 816,313
Modified On: 4/2/2018 01:35:28.000  +00:00

Type: File, Value: The Cloudy Manifesto.docx

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: The Cloudy Manifesto.docx
Created: 4/2/2018 01:35:28 +00:00
Last access: 4/2/2018 01:35:28 +00:00
MFT entry/sequence #: 135991/4 (0x21337/0x4)
File system hint: NTFS

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,0,(plugin),Extension: html Absolute path: My Computer\Desktop\Larry King_ Time to Repeal the 'Poorly Written' Second Amendment.html,Opened: ),"Mru: 1 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: Larry King_ Time to Repeal the 'Poorly Written' Second Amendment.html

Type: File, Value: Larry King_ Time to Repeal the 'Poorly Written' Second Amendment.html

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: Larry King_ Time to Repeal the 'Poorly Written' Second Amendment.html
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
M:\Forensics\Lone Wolf 2018\KAPE\tout\D\Users\jcloudy\NTUSER.DAT,NtUser,ComDlg32 OpenSavePidlMRU,User Activity,ROOT\Software\Microsoft\Windows\CurrentVersion\Explorer\ComDlg32\OpenSavePidlMRU,5,(plugin),Extension: jpg Absolute path: My Computer\Desktop\RedGuns.jpg,Opened: ),"Mru: 1 Details: Type: Root folder: GUID, Value: My Computer


Type: Root folder: GUID, Value: Desktop


Short name: RedGuns.jpg

Type: File, Value: RedGuns.jpg

Extension blocks found: 1
---------------------- Block 0 (Beef0004)----------------------
Long name: RedGuns.jpg
Created: 
Last access: 

--------------------------------------------------

",,True,False,2018-04-05 05:48:40.1460411,M:\Forensics\Lone Wolf 2018\KAPE\mout\Registry\20210117153057_OpenSavePidlMRU_M_Forensics_Lone Wolf 2018_KAPE_tout_D_Users_jcloudy_NTUSER.DAT.csv
